CustomerID,Gender,Age,Annual Income (k$),Spending Score (1-100)
228,Male,33,12,22
229,Male,72,74,49
230,Male,24,109,82
231,Male,38,10,54
232,Female,72,108,48
233,Male,28,13,44
234,Male,18,101,78
235,Female,50,6,38
236,Male,22,5,99
237,Male,45,60,48
238,Male,71,97,11
239,Male,26,15,69
240,Male,45,44,11
241,Female,82,18,95
242,Male,19,26,82
243,Male,83,50,80
244,Male,36,55,98
245,Female,74,46,94
246,Male,39,100,94
247,Male,70,31,27
248,Female,81,70,90
249,Female,42,47,41
250,Female,65,27,22
251,Male,50,58,76
252,Female,70,102,30
253,Male,68,27,67
254,Male,49,75,8
255,Female,61,87,37
256,Female,18,69,59
257,Male,51,51,70
258,Female,31,84,12
259,Male,50,53,47
260,Female,18,75,48
261,Male,34,25,14
262,Male,29,99,51
263,Male,48,98,63
264,Female,25,44,56
265,Male,35,75,63
266,Female,82,88,92
267,Male,64,99,61
268,Male,38,31,16
269,Male,30,97,85
270,Female,75,73,42
271,Male,66,59,44
272,Male,25,81,76
273,Male,79,90,99
274,Female,49,61,37
275,Female,52,87,85
276,Male,50,56,25
277,Female,41,18,64
278,Male,78,53,9
279,Male,28,90,26
280,Male,71,29,68
281,Male,51,62,74
282,Male,27,55,80
283,Female,42,47,43
284,Male,73,82,52
285,Male,26,40,37
286,Male,38,73,17
287,Female,77,82,70
288,Female,63,21,60
289,Male,58,11,46
290,Male,78,73,50
291,Female,69,94,88
292,Female,30,35,3
293,Female,35,47,8
294,Female,25,99,84
295,Female,78,45,73
296,Male,44,5,53
297,Male,57,57,43
298,Female,59,49,32
299,Male,24,11,5
300,Female,26,76,65
301,Male,73,15,45
302,Male,19,39,27
303,Male,71,67,5
304,Male,58,31,76
305,Female,43,10,64
306,Male,20,102,19
307,Male,41,41,10
308,Female,79,62,16
309,Female,86,93,16
310,Male,38,50,48
311,Male,27,95,49
312,Male,85,7,85
313,Male,39,63,23
314,Female,23,108,35
315,Female,74,110,47
316,Female,42,45,72
317,Male,67,63,7
318,Female,23,65,87
319,Male,26,57,5
320,Female,26,100,33
321,Female,23,78,3
322,Female,27,31,57
323,Male,68,75,79
324,Female,20,64,37
325,Male,76,32,45
326,Female,83,26,69
327,Male,35,54,87
328,Male,76,62,78
329,Female,66,70,99
330,Male,64,69,16
331,Female,65,31,69
332,Male,77,27,61
333,Male,26,92,46
334,Male,36,54,60
335,Female,32,44,17
336,Female,24,23,10
337,Female,21,102,38
338,Female,60,51,98
339,Male,36,105,73
340,Male,70,84,19
341,Female,67,108,3
342,Male,29,105,74
343,Male,31,43,51
344,Male,68,84,15
345,Female,40,60,67
346,Male,58,11,78
347,Female,85,41,66
348,Male,73,97,6
349,Female,79,91,95
350,Male,64,62,82
351,Male,33,11,61
352,Female,80,51,13
353,Male,80,37,58
354,Female,57,67,25
355,Female,20,52,62
356,Female,41,101,63
357,LGBTQAB+,53,57,99
358,Female,62,14,53
359,Female,71,54,79
360,LGBTQAB+,54,37,95
361,LGBTQAB+,52,109,43
362,Male,49,95,58
363,Male,54,85,24
364,LGBTQAB+,75,74,77
365,Male,41,69,53
366,Male,44,47,95
367,LGBTQAB+,54,101,45
368,Male,63,16,22
369,LGBTQAB+,37,63,90
370,Female,63,48,11
371,LGBTQAB+,71,9,36
372,LGBTQAB+,35,50,52
373,LGBTQAB+,66,46,95
374,LGBTQAB+,48,85,44
375,Male,23,104,12
376,LGBTQAB+,81,78,91
377,Female,71,20,40
378,LGBTQAB+,81,56,43
379,Male,52,15,84
380,Male,19,51,32
381,Female,54,45,96
382,Female,25,100,98
383,LGBTQAB+,35,18,5
384,Male,23,84,94
385,LGBTQAB+,20,100,80
386,LGBTQAB+,57,69,41
387,Female,77,22,38
388,Female,42,88,98
389,LGBTQAB+,28,53,70
390,Female,83,5,75
391,LGBTQAB+,43,15,29
392,Female,47,34,28
393,LGBTQAB+,57,92,29
394,Male,65,42,4
395,LGBTQAB+,73,83,78
396,LGBTQAB+,19,43,25
397,LGBTQAB+,35,17,42
398,LGBTQAB+,85,7,15
399,Male,19,33,75
400,LGBTQAB+,19,103,18
401,Male,31,27,35
402,Male,35,106,47
403,Female,78,83,15
404,LGBTQAB+,78,97,37
405,Female,76,73,56
406,Male,23,66,17
407,Female,55,85,63
408,Male,39,103,45
409,Male,79,83,79
410,Female,48,45,32
411,LGBTQAB+,68,67,90
412,Female,43,94,51
413,LGBTQAB+,70,106,39
414,Female,69,26,94
415,LGBTQAB+,20,96,96
416,LGBTQAB+,66,5,45
417,Female,54,53,58
418,LGBTQAB+,39,55,71
419,LGBTQAB+,21,100,65
420,Female,25,8,82
421,Female,20,14,58
422,Female,50,34,37
423,Male,51,102,84
424,LGBTQAB+,40,15,5
425,Male,42,25,45
426,Female,43,21,3
427,Female,29,25,23
428,LGBTQAB+,53,69,78
429,LGBTQAB+,60,61,92
430,Male,78,12,55
431,Female,35,77,40
432,Male,42,53,24
433,Male,60,48,40
434,Female,43,49,94
435,Male,57,75,99
436,Female,53,95,78
437,Male,71,72,48
438,LGBTQAB+,40,62,30
439,Female,20,64,95
440,Female,32,82,93
441,LGBTQAB+,22,13,78
442,LGBTQAB+,71,68,96
443,LGBTQAB+,56,47,33
444,Female,27,14,17
445,LGBTQAB+,45,66,71
446,Male,86,22,1
447,Female,33,105,8
448,Female,32,84,44
449,Female,67,86,56
450,Female,54,30,81
451,LGBTQAB+,74,52,23
452,LGBTQAB+,61,18,49
453,Male,38,48,83
454,Female,46,48,21
455,LGBTQAB+,33,22,7
456,Male,25,23,51
457,LGBTQAB+,50,96,20
458,Female,65,67,19
459,Female,48,23,30
460,Male,56,62,34
461,Male,29,75,61
462,Female,39,57,5
463,Male,70,42,19
464,LGBTQAB+,37,96,1
465,Female,47,13,41
466,LGBTQAB+,45,33,83
467,Male,29,57,46
468,Male,73,67,22
469,LGBTQAB+,74,40,68
470,Male,20,23,14
471,LGBTQAB+,86,23,89
472,LGBTQAB+,28,79,28
473,Male,59,17,76
474,LGBTQAB+,28,17,96
475,Female,73,7,85
476,Female,60,101,4
477,LGBTQAB+,33,88,23
478,Male,43,62,92
479,LGBTQAB+,72,91,80
480,LGBTQAB+,68,92,84
481,LGBTQAB+,68,27,32
482,Male,53,42,31
483,Male,77,98,27
484,Male,51,90,40
485,Female,44,57,60
486,Male,22,9,55
487,Female,77,69,93
488,LGBTQAB+,33,29,24
489,Female,84,12,85
490,LGBTQAB+,32,90,42
491,Female,34,72,31
492,LGBTQAB+,43,13,63
493,Female,39,10,18
494,LGBTQAB+,82,59,31
495,LGBTQAB+,75,87,46
496,LGBTQAB+,58,74,62
497,Male,59,18,9
498,Male,43,25,42
499,LGBTQAB+,60,31,30
500,Male,22,14,95
501,Male,32,89,9
502,Male,53,101,56
503,Male,28,83,21
504,Male,71,28,18
505,LGBTQAB+,63,25,83
506,Female,83,37,95
507,Male,83,108,59
508,LGBTQAB+,22,8,84
509,Female,38,42,5
510,Male,20,44,95
511,Male,47,48,29
512,LGBTQAB+,18,32,22
513,Male,70,35,63
514,LGBTQAB+,84,50,63
515,Female,30,57,12
516,Male,27,84,87
517,Male,31,6,78
518,Male,52,6,54
519,Female,26,33,29
520,Female,81,109,88
521,LGBTQAB+,79,10,31
522,Female,52,14,4
523,Female,30,28,70
524,LGBTQAB+,39,45,55
525,Female,37,56,44
526,LGBTQAB+,24,25,19
527,Female,65,15,50
528,Female,40,73,96
529,LGBTQAB+,29,35,49
530,Female,28,21,26
531,Male,84,34,28
532,LGBTQAB+,24,11,51
533,Female,32,53,26
534,LGBTQAB+,67,23,90
535,Female,84,6,88
536,Female,57,34,3
537,Female,41,49,69
538,Female,59,76,81
539,LGBTQAB+,62,69,94
540,Female,53,77,62
541,LGBTQAB+,47,99,11
542,Male,64,71,43
543,Female,43,26,85
544,Female,74,24,1
545,LGBTQAB+,63,20,18
546,Female,65,54,72
547,LGBTQAB+,40,35,46
548,LGBTQAB+,35,86,66
549,LGBTQAB+,85,56,93
550,LGBTQAB+,54,60,13
551,LGBTQAB+,66,43,62
552,Female,79,41,76
553,Female,82,19,38
554,Female,33,84,36
555,LGBTQAB+,71,87,18
556,Male,43,27,66
557,Male,70,45,23
558,Male,48,35,34
559,Male,66,92,68
560,LGBTQAB+,41,47,92
561,LGBTQAB+,24,48,29
562,Male,50,34,23
563,Male,25,96,79
564,LGBTQAB+,72,40,63
565,Female,56,91,95
566,Male,73,56,24
567,Female,40,70,1
568,LGBTQAB+,77,59,50
569,Male,44,74,48
570,Female,60,69,11
571,Female,53,88,35
572,LGBTQAB+,67,38,32
573,Female,64,10,8
574,LGBTQAB+,62,91,52
575,Male,27,18,16
576,Male,63,64,56
577,LGBTQAB+,85,84,11
578,Male,29,27,15
579,Female,41,21,98
580,Female,19,50,92
581,Male,34,75,46
582,Female,43,64,53
583,LGBTQAB+,66,8,39
584,Female,21,94,94
585,Male,28,56,1
586,Female,59,38,79
587,LGBTQAB+,37,110,94
588,Male,53,90,38
589,Male,22,58,42
590,Male,22,56,84
591,Male,34,35,74
592,LGBTQAB+,61,65,86
593,Male,55,61,9
594,Male,35,90,19
595,Male,76,5,93
596,Female,72,25,4
597,Female,23,35,65
598,LGBTQAB+,73,21,27
599,Female,18,77,26
600,Male,65,38,44
601,Male,34,39,74
602,LGBTQAB+,55,5,77
603,Male,41,65,84
604,LGBTQAB+,54,5,41
605,LGBTQAB+,43,76,6
606,Female,67,54,44
607,Female,42,28,36
608,LGBTQAB+,86,47,88
609,Female,69,95,68
610,Male,69,33,80
611,Female,34,58,27
612,LGBTQAB+,68,71,54
613,Male,23,7,98
614,LGBTQAB+,62,77,98
615,Female,30,69,77
616,LGBTQAB+,66,48,87
617,Female,59,91,64
618,Female,32,87,90
619,Male,26,103,74
620,LGBTQAB+,72,5,2
621,LGBTQAB+,48,20,72
622,Male,30,104,14
623,Female,38,82,66
624,Female,83,7,5
625,LGBTQAB+,22,35,48
626,LGBTQAB+,36,110,40
627,Male,23,36,28
628,Male,66,66,74
629,Female,54,64,68
630,Female,79,99,53
631,Female,21,33,33
632,Female,76,102,42
633,Female,45,19,57
634,Male,22,110,21
635,LGBTQAB+,32,63,46
636,Male,51,31,52
637,Male,62,70,69
638,Female,42,108,51
639,LGBTQAB+,22,26,2
640,Male,84,89,27
641,LGBTQAB+,74,41,13
642,LGBTQAB+,35,20,58
643,Male,60,10,73
644,Male,18,9,36
645,LGBTQAB+,31,83,58
646,Male,40,30,8
647,Female,44,24,31
648,Male,53,97,71
649,Female,63,10,48
650,Female,30,95,56
651,Female,51,10,38
652,Male,74,12,75
653,Male,81,64,16
654,LGBTQAB+,41,90,6
655,Male,30,98,31
656,Male,77,47,44
657,Male,64,35,11
658,Female,21,28,60
659,LGBTQAB+,58,27,38
660,Male,55,48,82
661,LGBTQAB+,70,6,90
662,Female,55,53,64
663,Male,75,50,97
664,LGBTQAB+,75,83,46
665,Female,32,109,9
666,LGBTQAB+,74,59,44
667,LGBTQAB+,58,9,7
668,LGBTQAB+,86,34,55
669,Male,21,48,82
670,LGBTQAB+,63,41,69
671,Female,25,88,59
672,LGBTQAB+,35,101,66
673,Female,86,67,71
674,LGBTQAB+,48,15,56
675,LGBTQAB+,52,19,13
676,Male,27,22,93
677,LGBTQAB+,43,82,76
678,Male,37,34,18
679,Male,32,46,67
680,LGBTQAB+,60,8,20
681,Male,43,38,62
682,Female,33,57,2
683,Female,80,77,96
684,Male,70,43,84
685,Female,75,53,96
686,Male,26,92,5
687,Male,59,6,81
688,Female,64,37,67
689,Female,38,64,12
690,LGBTQAB+,37,89,21
691,Male,33,17,80
692,LGBTQAB+,39,42,6
693,Male,81,56,85
694,Female,63,69,28
695,LGBTQAB+,63,5,93
696,Female,28,108,53
697,LGBTQAB+,86,67,11
698,Male,53,55,90
699,Male,86,106,57
700,LGBTQAB+,64,22,96
701,LGBTQAB+,55,5,75
702,Female,52,23,28
703,Male,39,86,36
704,Female,46,40,44
705,Male,28,27,23
706,Female,86,64,43
707,LGBTQAB+,54,82,99
708,LGBTQAB+,65,41,64
709,Female,86,102,60
710,Male,65,81,86
711,Female,38,12,37
712,Female,85,70,35
713,LGBTQAB+,49,27,52
714,Female,86,83,71
715,Male,46,92,96
716,Male,24,99,51
717,Female,75,42,1
718,Female,86,56,68
719,LGBTQAB+,23,67,48
720,Female,38,59,12
721,Female,41,62,45
722,Female,59,14,51
723,LGBTQAB+,40,45,29
724,Female,38,68,34
725,Male,26,68,99
726,Male,74,12,11
727,Female,39,75,54
728,Male,75,91,89
729,Female,74,8,56
730,Male,30,75,3
731,Male,69,33,65
732,Male,28,57,42
733,Male,85,45,79
734,Female,79,15,34
735,Female,30,87,24
736,Male,20,99,78
737,Female,42,53,6
738,Female,86,56,97
739,Female,34,73,65
740,Male,64,70,47
741,LGBTQAB+,20,35,88
742,Male,66,11,64
743,Female,72,99,23
744,Female,56,86,3
745,LGBTQAB+,24,43,95
746,Female,65,16,64
747,Male,50,110,18
748,Male,68,34,10
749,Female,52,99,77
750,Female,25,12,63
751,Male,78,83,32
752,Male,64,35,100
753,Female,72,34,2
754,Male,85,23,82
755,Male,31,19,90
756,Male,58,76,80
757,Male,41,69,94
758,Female,56,66,97
759,Male,76,91,31
760,Male,49,15,19
761,Male,75,81,2
762,Male,79,43,81
763,Female,58,31,32
764,Female,82,53,96
765,Male,19,99,58
766,Female,80,40,48
767,Female,63,107,70
768,Male,85,9,38
769,Male,35,65,71
770,Male,39,84,39
771,Male,75,27,53
772,Male,33,9,85
773,Female,53,19,61
774,Female,20,86,9
775,Male,74,55,11
776,Female,80,83,5
777,Female,22,35,55
778,Female,64,33,25
779,Male,43,34,45
780,Male,72,62,36
781,Female,86,99,45
782,Female,48,105,63
783,Male,19,70,74
784,Male,63,88,36
785,Female,61,8,13
786,Male,70,18,83
787,Female,48,105,96
788,Female,49,47,33
789,Male,77,14,69
790,Male,50,50,48
791,Female,71,56,28
792,Male,63,109,4
793,Male,28,57,55
794,Female,81,38,33
795,Male,48,26,23
796,Female,79,84,13
797,Female,46,67,76
798,Male,74,72,51
799,Male,36,68,35
800,Female,76,103,23
801,Female,41,69,39
802,Male,44,27,40
803,Female,50,101,61
804,Male,44,27,77
805,Female,66,16,44
806,Female,60,70,66
807,Female,74,32,63
808,Female,51,98,60
809,Male,34,53,9
810,Female,86,12,78
811,Male,36,28,57
812,Male,66,14,67
813,Male,61,86,41
814,Male,42,103,84
815,Male,39,71,36
816,Female,50,91,59
817,Male,40,74,5
818,Female,27,92,6
819,Male,37,87,35
820,Female,25,25,73
821,Female,58,14,28
822,Female,49,78,58
823,Male,43,27,47
824,Female,79,85,47
825,Female,58,103,72
826,Female,45,53,66
827,Male,60,28,78
828,Male,52,53,8
829,Female,53,82,15
830,Male,66,31,38
831,Male,32,54,85
832,Male,24,73,92
833,Male,81,49,46
834,Male,21,77,4
835,Female,75,34,78
836,Male,81,57,16
837,Male,37,101,4
838,Female,30,31,77
839,Male,77,56,84
840,Female,56,97,59
841,Male,41,92,90
842,Female,21,31,93
843,Female,62,55,72
844,Male,86,9,78
845,Female,39,78,17
846,Male,29,8,97
847,Male,21,82,41
848,Male,66,43,91
849,Female,53,99,36
850,Female,70,44,12
851,Female,43,75,56
852,Male,24,76,5
853,Female,39,70,94
854,Female,50,53,14
855,Female,40,95,20
856,Male,20,44,35
857,Male,80,25,84
858,Female,18,105,36
859,Male,23,85,68
860,Female,53,91,12
861,Female,60,109,91
862,Female,27,109,81
863,Female,52,28,85
864,Female,54,77,50
865,Male,35,45,17
866,Male,24,82,64
867,Male,45,74,9
868,Male,80,87,94
869,Female,74,24,24
870,Male,35,5,5
871,Female,80,70,63
872,Male,52,71,17
873,Female,70,13,47
874,Female,53,51,81
875,Female,36,68,86
876,Female,69,83,38
877,Female,78,16,70
878,Female,26,49,62
879,Female,20,10,30
880,Female,33,76,62
881,Female,39,97,17
882,Female,52,70,34
883,Female,30,30,21
884,Male,33,48,85
885,Male,79,62,70
886,Female,40,47,26
887,Female,63,74,1
888,Male,30,49,7
889,Male,76,32,82
890,Male,44,10,44
891,Male,82,45,47
892,Female,54,32,68
893,Male,62,79,54
894,Male,36,23,41
895,Female,71,82,53
896,Female,26,51,29
897,Female,29,81,46
898,Male,40,27,89
899,Female,56,23,57
900,Male,53,19,97
901,Female,37,30,23
902,Female,32,90,31
903,Female,59,8,8
904,Male,30,10,75
905,Male,35,69,23
906,Male,48,25,41
907,Male,27,92,85
908,Female,52,69,96
909,Female,52,39,78
910,Male,27,44,69
911,Male,18,72,53
912,Female,53,106,100
913,Female,68,70,58
914,Male,81,84,61
915,Female,49,104,3
916,Male,41,57,81
917,Female,22,81,95
918,Male,67,6,2
919,Male,85,74,44
920,Male,52,88,62
921,Male,55,94,3
922,Male,72,51,65
923,Male,56,102,20
924,Female,64,100,42
925,Male,56,6,22
926,Male,65,67,92
927,Male,66,42,92
928,Male,46,98,94
929,Male,72,98,90
930,Male,47,89,64
931,Female,28,23,26
932,Male,66,83,58
933,Male,30,64,12
934,Female,76,109,74
935,Female,29,87,16
936,Female,61,92,2
937,Female,68,94,18
938,Female,68,64,92
939,Male,46,89,69
940,Male,58,5,44
941,Male,41,8,3
942,Female,26,102,19
943,Female,42,61,23
944,Female,25,58,69
945,Female,34,7,3
946,Male,26,17,56
947,Male,20,99,39
948,Female,54,62,36
949,Female,58,32,1
950,Female,40,102,81
951,Female,36,7,65
952,Female,53,96,79
953,Female,53,90,84
954,Female,43,77,83
955,Female,81,86,99
956,Male,79,47,64
957,Male,21,95,43
958,Male,68,35,79
959,Male,31,53,80
960,Male,23,105,83
961,Male,20,95,9
962,Male,21,109,98
963,Female,45,84,10
964,Female,42,35,23
965,Male,28,110,16
966,Female,44,26,47
967,Female,20,108,84
968,Female,54,107,36
969,Female,81,84,71
970,Male,18,91,32
971,Female,58,64,27
972,Male,30,6,11
973,Male,20,47,76
974,Male,25,15,80
975,Male,23,75,3
976,Male,77,99,54
977,Male,72,95,30
978,Female,58,105,50
979,Male,29,16,77
980,Female,79,7,74
981,Male,28,75,46
982,Male,65,105,95
983,Male,46,27,26
984,Male,74,94,69
985,Male,67,52,58
986,Male,68,21,92
987,Male,38,67,84
988,Female,29,12,42
989,Female,55,104,92
990,Male,77,107,75
991,Male,85,71,57
992,Male,18,109,29
993,Male,24,89,9
994,Female,69,90,69
995,Female,71,51,82
996,Male,84,28,15
997,Female,83,67,6
998,Female,51,18,45
999,Male,37,86,29
1000,Female,79,92,50
1001,Male,37,50,82
1002,Male,52,83,76
1003,Female,27,47,2
1004,Male,43,54,12
1005,Female,65,81,22
1006,Male,73,94,22
1007,Male,46,75,75
1008,Male,26,20,37
1009,Male,55,23,7
1010,Female,58,110,98
1011,Male,48,10,65
1012,Female,35,67,26
1013,Female,41,62,37
1014,Male,43,77,78
1015,Female,75,79,52
1016,Female,52,14,44
1017,Female,76,96,23
1018,Female,27,94,74
1019,Female,52,77,95
1020,Male,85,74,39
1021,Male,66,76,78
1022,Male,20,93,6
1023,Male,46,58,57
1024,Male,70,8,35
1025,Male,22,82,72
1026,Female,31,99,100
1027,Female,61,72,4
1028,Male,48,47,75
1029,Female,18,105,65
1030,Male,47,37,8
1031,Female,59,66,18
1032,Male,75,48,89
1033,Female,29,12,33
1034,Female,22,85,94
1035,Male,67,59,90
1036,Male,58,43,14
1037,Female,45,68,80
1038,Female,63,40,59
1039,Female,50,12,9
1040,Female,71,54,21
1041,Female,35,6,52
1042,Male,36,103,98
1043,Male,80,78,21
1044,Male,18,107,66
1045,Female,46,9,50
1046,Female,54,31,78
1047,Male,29,106,10
1048,Female,52,62,23
1049,Female,19,79,25
1050,Female,81,56,6
1051,Female,58,110,8
1052,Male,51,56,12
1053,Female,81,54,73
1054,Male,41,53,54
1055,Female,31,101,96
1056,Male,34,109,80
1057,Female,25,77,98
1058,Female,43,53,100
1059,Male,78,49,87
1060,Male,35,104,99
1061,Female,34,73,57
1062,Male,62,21,77
1063,Female,37,73,3
1064,Male,38,90,86
1065,Female,83,38,80
1066,Female,82,69,17
1067,Male,67,67,72
1068,Male,66,25,21
1069,Female,41,13,62
1070,Female,65,33,42
1071,Male,70,78,97
1072,Male,66,85,16
1073,Female,75,82,69
1074,Female,62,45,40
1075,Female,62,86,46
1076,Male,55,18,47
1077,Male,28,81,4
1078,Male,25,44,42
1079,Male,52,57,82
1080,Male,51,73,42
1081,Female,35,56,99
1082,Female,53,39,42
1083,Male,56,64,29
1084,Male,44,61,59
1085,Male,45,92,50
1086,Male,84,77,64
1087,Female,75,81,14
1088,Female,47,51,98
1089,Female,56,64,68
1090,Male,21,84,16
1091,Male,32,57,94
1092,Male,78,32,5
1093,Female,68,41,65
1094,Female,35,94,76
1095,Female,24,42,70
1096,Male,74,93,46
1097,Male,22,23,26
1098,Male,40,109,81
1099,Male,79,104,54
1100,Female,71,54,37
1101,Female,34,81,20
1102,Female,49,14,75
1103,Male,69,60,99
1104,Male,24,54,48
1105,Female,22,105,87
1106,Female,48,66,40
1107,Male,18,17,57
1108,Male,23,30,24
1109,Male,79,50,46
1110,Male,77,75,43
1111,Female,27,8,59
1112,Male,45,8,33
1113,Female,30,63,9
1114,Female,48,13,82
1115,Male,48,80,17
1116,Female,48,32,46
1117,Female,20,58,1
1118,Male,78,84,41
1119,Female,60,56,40
1120,Male,50,58,18
1121,Female,20,53,19
1122,Female,45,64,66
1123,Male,63,110,51
1124,Female,84,103,11
1125,Male,20,43,68
1126,Female,84,15,3
1127,Male,28,101,69
1128,Male,28,31,15
1129,Female,70,53,4
1130,Male,50,59,24
1131,Female,47,68,74
1132,Male,50,66,41
1133,Male,25,69,87
1134,Female,51,28,61
1135,Male,31,11,79
1136,Female,35,66,62
1137,Female,78,76,55
1138,Male,39,29,33
1139,Male,71,94,12
1140,Female,75,60,56
1141,Female,26,84,77
1142,Female,75,79,65
1143,Female,62,13,95
1144,Female,46,92,61
1145,Male,27,79,26
1146,Male,69,68,75
1147,Male,71,93,99
1148,Male,51,69,79
1149,Male,28,50,76
1150,Female,57,35,34
1151,Female,69,28,99
1152,Male,47,76,87
1153,Male,53,61,41
1154,Female,78,85,33
1155,Male,51,93,36
1156,Male,40,79,61
1157,Male,40,34,86
1158,Male,54,53,100
1159,Male,59,26,36
1160,Male,43,101,76
1161,Female,70,55,57
1162,Female,47,34,73
1163,Male,76,58,52
1164,Male,46,94,24
1165,Male,32,93,63
1166,Female,67,97,93
1167,Male,73,79,9
1168,Male,34,43,86
1169,Female,73,71,96
1170,Male,62,31,65
1171,Female,28,24,6
1172,Male,57,60,42
1173,Female,37,93,59
1174,Female,83,63,65
1175,Female,69,11,95
1176,Female,55,31,29
1177,Male,24,39,40
1178,Male,47,75,59
